Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
TP63_22573176_ChIP-Seq_HFKS_Human	89/4229	0.0000000000000000000000000000000000001320868041818053421041695392749960949704721404671774338356390074439243931832182632279661618592068832167552017153866472654044628143310546875	0.0000000000000000000000000000000000122180293868169943221239639124970059112886727649920061448682760080388964684826009373633422250282620780126308090984821319580078125	-0.9173775659172446	73.74812074385528	DDR1;TMEM45B;LAD1;SLC44A3;TINAGL1;ITGB4;PWWP2B;RASEF;CBLC;LAMC2;SPINT2;F11R;EPB41L4B;CDH3;PPP1R13L;CDH1;AIM1L;ITGB6;SLC12A8;DSP;FGFBP1;ANXA3;ARHGEF16;PLEKHG6;C2ORF55;KRT7;OVOL1;OVOL2;EPN3;ITPKC;C6ORF132;ELF3;C19ORF21;ESRP2;VWA1;DSG2;PKP3;IRF6;EPHA1;SMPDL3B;CD46;ARHGEF5;DSC2;LLGL2;CDS1;LAMA5;TMPRSS4;TACSTD2;LYPD3;PRKCZ;FUT1;IGSF9;FAM83H;GPR110;FAM83F;ALS2CL;ERBB3;EPB41L1;S100A16;PERP;KIAA1522;SFN;C19ORF33;S100A14;AP1M2;EXPH5;PROM2;TMEM184A;JUP;GPR56;GALNT3;GRTP1;ANKRD22;TNK1;PLEKHA6;GRHL3;GRHL1;ADAP1;GRHL2;SSH3;TTC39A;MPP7;PLEKHA7;EFNA1;KRT19;HOOK2;CYB561;SERINC2;PTPN3
GATA3_24758297_ChIP-Seq_MCF7_Human	52/2000	0.0000000000000000000000005674370123258920534434776275450142079919800225167317869923789395059272877563927295341272838413715362548828125	0.00000000000000000000001908651768732545996276506635233389398517432039911044309345579221559585647582935052923858165740966796875	-1.376949020984111	72.03241678789684	DDR1;TINAGL1;RASEF;LRRC1;CDH1;LIPH;ITGB6;ANXA9;ANXA3;COBL;RHOD;SULT2B1;CNKSR1;C1ORF116;C6ORF132;CLDN4;ELF3;PRR15L;ELMO3;SDC4;TACSTD2;ATP2C2;EVPL;IGSF9;GPR110;RAB20;S100A16;PERP;MYO6;MARVELD3;C19ORF33;RHPN2;FAM83B;CNNM4;EXPH5;JUP;GALNT3;ATP8B1;PLEKHA6;CGN;GRHL1;INADL;GRHL2;TTC39A;MPP7;EFNA1;TSPAN15;SH3YL1;KRT19;F2RL1;S100P;KCNK1
CDX2_20551321_ChIP-Seq_CACO-2_Human	19/504	0.0000000000030489369077316975342789138174026997737779687280834650664473883807659149169921875	0.000000000038900229512438899157458434767043365005989574711975365062244236469268798828125	-2.609809541513611	62.55718942541387	ST14;GPR56;SDC4;ATP8B1;TMPRSS4;COBL;EVPL;SULT2B1;EPB41L4B;KRT19;CLDN4;SPINT1;C19ORF21;ELF3;P2RY2;MANSC1;RHPN2;PVRL4;CNNM4
STAT5_23275557_ChIP-Seq_MAMMARY-EPITHELIUM_Mouse	35/1197	0.000000000000000002301840893562817531347180089568944985699215247264737445320736952680817921645939350128173828125	0.00000000000000004731561836768013775917271296369225409484383601012302822397259660647250711917877197265625	-1.5722398247778635	59.10000956053472	RBM47;SLC44A3;STEAP4;RASEF;CBLC;IGSF9;MUC1;GPR110;RAB25;PERP;STAP2;EXPH5;PROM2;TMEM184A;FGFBP1;GALNT3;ATP8B1;ANKRD22;ARHGEF16;PLEKHG6;PLEKHA6;GRHL3;TPD52L1;GRHL2;SERPINB5;SPINT1;ELF3;HOOK2;ESRP2;CLDN7;LCN2;DSG2;CYB561;FRK;ARHGEF5
TCFAP2C_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	51/2667	0.00000000000000000082204217719372712950139124448807740702383532020939139843551668462851012009195983409881591796875	0.00000000000000001789150620951053029393814248544011701368715010099057216574891526761348359286785125732421875	-1.3549025795051082	52.24803182136592	DDR1;SLC44A3;ITGB4;RASEF;F11R;LRRC1;CDH3;PPP1R13L;CDH1;LIPH;PLEKHG3;SHROOM3;LSR;RHOD;OVOL2;CLDN3;CLDN7;DSG2;CDS1;GRB7;SDC4;IGSF9;MUC1;RAB20;RAB25;ERBB3;EPB41L1;PERP;PRRG2;MARVELD3;PAK6;EPS8L2;JUP;TMEM30B;GPR56;GRTP1;ATP8B1;STARD10;GRHL3;GRHL1;INADL;GRHL2;PLEKHA7;BSPRY;EFNA1;KRT19;KLF5;HOOK2;GJB3;RAB17;PTPN3
FOXA2_19822575_ChIP-Seq_HepG2_Human	58/2968	0.000000000000000000000628675604650068639280173051900552888342827468800721252151632138793768689311036723665893077850341796875	0.0000000000000000000178930749015788743560836726372469512278606658863336015068655482362913744509569369256496429443359375	-1.0711369328014364	48.70446050563263	DDR1;FOXA1;TMEM45B;SLC44A3;TINAGL1;C1ORF172;GOLT1A;CBLC;LRRC1;EPB41L4B;CDH1;ITGB6;DSP;GSTO2;USP43;SHROOM3;KRT7;LSR;TMC5;OVOL2;EPN3;SULT2B1;CLDN3;SPINT1;C19ORF21;SCNN1A;VWA1;DSG2;EPHA1;LLGL2;RBM47;SDC4;PRKCZ;ERBB3;EPB41L1;S100A16;PERP;ERBB2;MAL2;MYH14;FAM83B;CNNM4;EXPH5;JUP;ATP8B1;STARD10;PLEKHA6;FHDC1;EFNA1;TSPAN15;SH3YL1;KLF5;HOOK2;MYO5B;MYO5C;MANSC1;S100P;FRK
ESR2_21235772_ChIP-Seq_MCF-7_Human	17/424	0.0000000000175664933199786369518425982809734929752931709145968852681107819080352783203125	0.000000000203112579012252980668002414477700014183714216642329120077192783355712890625	-2.161611245462873	48.241241727725054	ARHGEF16;RASEF;CGN;ATP2C2;TPD52L1;PPL;IGSF9;SULT2B1;EFNA1;CDH3;ELF3;FXYD3;CDH1;CCDC64B;S100P;RHPN2;KCNK1
SUZ12_20075857_ChIP-Seq_MESC_Mouse	80/4356	0.00000000000000000000000000002593720143315505768655679920392679084756949310025151266747087665382934980871400265645121407942497171461582183837890625	0.0000000000000000000000000011995955662834215048837567513202724739713232198614326002467684415835852775912562240279157776967622339725494384765625	-0.7463944730028319	46.267361045804535	FOXA1;DDR1;TMEM45B;LAD1;ITGB4;PWWP2B;RASEF;LAMC2;CXCL16;LRRC1;EPB41L4B;BAIAP2L1;CDH3;FAM110C;PLS1;DSP;PLEKHG3;USP43;ARHGEF16;PLEKHG6;KRT7;OVOL1;TC2N;OVOL2;EPN3;CNKSR1;CLDN3;ESRP2;ESRP1;SCNN1A;CLDN7;B3GNT3;PRR15;IRF6;ARHGEF5;DSC2;CDS1;TACSTD2;LYPD3;ATP2C2;EVPL;PPL;FUT1;FAM83H;FAM83F;KLC3;TMEM125;RAB20;EPB41L1;EPCAM;PERP;P2RY2;MARVELD3;RNF39;PAK6;MAL2;STAP2;CNNM4;AP1M2;MPZL2;PROM2;ST14;TMEM30B;GALNT3;ATP8B1;STARD10;FHDC1;INADL;GRHL2;TTC39A;BSPRY;MAPK13;FA2H;KRT19;TMEM54;MYO5B;MANSC1;KCNK1;SERINC2;CRB3
SMARCA4_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	27/1118	0.0000000000018581740484897889947249419493716622651773018315424224056187085807323455810546875	0.0000000000245544427836150684261187506097419181068375326759678500820882618427276611328125	-1.8838420230002424	46.02250233630614	EHF;SLC44A3;WWC1;LAMC2;IGSF9;LRRC1;KLC3;RAB20;PPP1R13L;CDH1;PAK6;MYH14;EXPH5;PLEKHG3;GPR56;TMEM30B;STARD10;GRHL3;INADL;PLEKHA7;BSPRY;KRT19;CLDN4;CLDN3;KLF5;GJB3;DSG2
EOMES_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	35/1744	0.00000000000013651925846008589697262073638643943776917015486827011727655190043151378631591796875	0.0000000000021961793752274686917770805665798750289964547111054571360000409185886383056640625	-1.6649969656337082	44.6956812295483	SLC44A3;SDC4;WWC1;RASEF;TACSTD2;SPINT2;F11R;PPL;IGSF9;LRRC1;PRRG4;CDH1;LIPH;PERP;MARVELD3;CNNM4;EXPH5;PLEKHG3;FGFBP1;TMEM30B;ATP8B1;STYK1;STARD10;GRHL3;INADL;GRHL2;BSPRY;KRT19;CLDN3;KLF5;SLPI;GJB3;CLDN7;RAB17;PTPN3
RELA_24523406_ChIP-Seq_FIBROSARCOMA_Human	31/1182	0.0000000000000042463277132082043486238456771925397852966905555549548267890713759697973728179931640625	0.000000000000071415511540319795173505942649705278656700226103115625164718949235975742340087890625	-1.4510000809498511	43.9221515976835	DDR1;GRB7;RBM47;SDC4;WWC1;F11R;PRRG4;MUC1;ERBB2;AGR2;MAP7;PLEKHG3;GPR56;SH2D3A;USP43;PLEKHG6;LSR;C2ORF15;SULT2B1;TSPAN15;C1ORF116;CLDN4;KLF5;C19ORF21;SLPI;ELF3;SCNN1A;LCN2;EPHA1;CYB561;TJP3
FOXA1_25552417_ChIP-Seq_VCAP_Human	42/2000	0.0000000000000000702624165516563087042308247934335434987961933883671150624650181271135807037353515625	0.000000000000001237956863052991964873190980703625752408212940154641490408948811818845570087432861328125	-1.2034561586067147	41.30901060801415	DDR1;TMEM45B;CDS1;GRB7;EHF;TINAGL1;STEAP4;STX19;RASEF;EPB41L4B;RAB20;EPB41L1;AGR2;PAK6;EPS8L2;ANXA9;GALNT3;CMTM4;STARD10;COBL;GRHL3;LSR;GRHL1;TPD52L1;INADL;GRHL2;RHOD;OVOL2;EFNA1;ITPKC;CLDN4;SPINT1;C19ORF21;PRR15L;ESRP2;ESRP1;CHMP4C;B3GNT3;F2RL1;S100P;CD46;FRK
ELF5_23300383_ChIP-Seq_T47D_Human	26/1087	0.000000000006071335788110509222962560512628453208809620189612132890033535659313201904296875	0.00000000007487980805336295596893414939856123239969587501718706334941089153289794921875	-1.7450393195947307	40.68583054001289	FOXA1;GRB7;LAMA5;EHF;STX19;WWC1;PPAP2C;F11R;IGSF9;FAM83H;GPR110;PERP;MAL2;EXPH5;GSTO2;ANXA3;USP43;STARD10;C2ORF55;PLEKHA6;TC2N;SSH3;MAPK13;EPN3;C6ORF132;PTPN3
TP63_23658742_ChIP-Seq_EP156T_Human	63/3652	0.00000000000000000000366076639217869343158555756571937219363495441509644565884588895965379151675733737647533416748046875	0.0000000000000000000967488260790083334994585040559297417745568427229285539924175107984183341613970696926116943359375	-0.8410399852869762	36.822554565191425	FOXA1;DDR1;TMEM45B;LAD1;EHF;SLC44A3;TINAGL1;WWC1;RASEF;KIAA1671;CBLC;LAMC2;EPB41L4B;CDH3;PPP1R13L;CDH1;ITGB6;PLS1;DSP;PLEKHG3;USP43;PLEKHG6;COBL;EPN3;C1ORF116;ESRP1;IRF6;CD46;CDS1;RBM47;SDC4;TMPRSS4;TACSTD2;SCEL;GPR110;FAM83F;MARVELD2;EPCAM;PERP;P2RY2;MYO6;MAP7;SFN;C19ORF33;S100A14;FAM83B;FLJ23867;MPZL2;PROM2;JUP;GALNT3;ANKRD22;GRHL3;FHDC1;GRHL2;SH3YL1;FXYD3;MYO5C;F2RL1;KCNK1;CYB561;SERINC2;PTPN3
NANOG_18347094_ChIP-ChIP_MESC_Mouse	34/1908	0.0000000000078525582566700637800843515021802991420141193401605050894431769847869873046875	0.00000000009372408241832011671026631169413860684980210891126262140460312366485595703125	-1.527794268552263	35.277787085539	DDR1;CDS1;LAMA5;SLC44A3;EHF;PRRG4;MUC1;RAB20;BAIAP2L1;CDH3;CDH1;LIPH;ITGB6;PRSS8;RHPN2;SLC12A8;PLEKHG3;FGFBP1;GRTP1;USP43;TNK1;SHROOM3;COBL;GRHL3;MPP7;PLEKHA7;TSPAN15;CLDN4;CLDN3;HOOK2;GJB3;F2RL1;EPHA1;LLGL2
NANOG_18692474_ChIP-Seq_MESC_Mouse	46/3052	0.000000000000302752071450597055632634977316986800237839927429916997425607405602931976318359375	0.000000000004667427768196704380477848529985479878422205413102119564427994191646575927734375	-1.194460273096801	31.16396183132907	DDR1;CDS1;LAMA5;SLC44A3;EHF;SDC4;LAMC2;F11R;FUT1;PRRG4;RAB20;BAIAP2L1;CDH3;EPB41L1;CDH1;LIPH;SFN;ITGB6;PRSS8;RHPN2;PLEKHG3;FGFBP1;ST14;GRTP1;SHROOM3;COBL;GRHL3;INADL;GRHL2;PLEKHA7;OVOL2;TSPAN15;ITPKC;CLDN4;CLDN3;SPINT1;HOOK2;GJB3;F2RL1;KCNK1;EPHA1;SMPDL3B;CYB561;TJP3;CRB3;LLGL2
ZFP281_18757296_ChIP-ChIP_E14_Mouse	33/2004	0.0000000001239008387475194608985426263740299394899846419093591975979506969451904296875	0.0000000012390083874751946606842145483045290743628896734662703238427639007568359375	-1.4805101822893163	30.36371591320007	GRB7;SDC4;LAMC2;F11R;IGSF9;KRTCAP3;RAB20;CDH3;ERBB3;CDH1;PRRG2;SFN;RHPN2;ANXA9;JUP;GPR56;STARD10;GRHL3;GRHL2;OVOL2;EPN3;EFNA1;FA2H;ITPKC;CLDN4;CLDN3;TMEM54;GJB3;ELMO3;PKP3;RAB17;PVRL4;SMPDL3B
BMI1_19503595_ChIP-Seq_MEFC_Mouse	17/661	0.0000000117602851845365043218744090908721433574868342475383542478084564208984375	0.00000009459359822344578678523195625071906533776200376451015472412109375	-1.7904385464401598	28.95797301112026	LAD1;ARRDC1;PLEKHA6;CBLC;LSR;ADAP1;RAB20;PERP;MYO5C;CHMP4C;VWA1;F2RL1;PRSS8;RHPN2;PKP3;RAB17;PROM2
HIF1A_21447827_ChIP-Seq_MCF7_Human	11/321	0.00000032117705930481501702870405882961346577531003276817500591278076171875	0.00000187100074757433346424686550213412061793860630132257938385009765625	-2.1702182527139846	28.62308907426107	TMEM45B;DSP;KRT19;C1ORF116;ELF3;PPP1R13L;FAM110C;P2RY2;RASEF;S100P;PVRL4
HNF4A_19822575_ChIP-Seq_HepG2_Human	91/6083	0.00000000000000000000000000224578894462230788163181836283646949552133831813758600295413964394882996335189861980552450404502451419830322265625	0.000000000000000000000000092326878834472664849496142808254411417794729143110043038830934099335349951598317375101032666862010955810546875	-0.4924956706217672	28.389648068861092	FOXA1;TMEM45B;LAD1;SLC44A3;TINAGL1;ITGB4;WWC1;RASEF;CBLC;F11R;CXCL16;C1ORF210;LRRC1;EPB41L4B;PPP1R13L;CDH1;AIM1L;PRSS8;DSP;PLEKHG3;ZNF165;GSTO2;SH2D3A;USP43;ARHGEF16;PLEKHG6;C2ORF55;SHROOM3;COBL;TC2N;HDHD3;SULT2B1;EPN3;CLDN4;CLDN3;SCNN1A;CLDN7;B3GNT3;VWA1;DSG2;IRF6;EPHA1;SMPDL3B;LAMA5;RBM47;SDC4;TMPRSS4;PRKCZ;EVPL;PPL;FAM83H;PRRG4;MARVELD2;ERBB3;EPB41L1;S100A16;PERP;P2RY2;KIAA1522;MAL2;MYH14;STAP2;EPS8L2;C19ORF33;RHPN2;TSPAN1;FAM83B;ST14;JUP;GPR56;CMTM4;ATP8B1;STARD10;PLEKHA6;GRHL1;TPD52L1;ADAP1;INADL;GRHL2;PLEKHA7;MAPK13;EFNA1;SH3YL1;MYO5B;MYO5C;MANSC1;S100P;RAB17;CYB561;SERINC2;FRK
TP63_17297297_ChIP-ChIP_HaCaT_Human	5/40	0.0000016983907100852929203025319659925429505165084265172481536865234375	0.00000885076848917687781137693392441434525608201511204242706298828125	-2.3625917083677948	27.488769335062297	ITGB4;PERP;SFN;EVPL;SERPINB5
KLF4_18358816_ChIP-ChIP_MESC_Mouse	29/1700	0.00000000085031300922554512163808636680708934185712877251717145554721355438232421875	0.000000007673556424718334473435624024963142009170269375317730009555816650390625	-1.4624679085308163	27.326923117192784	LAMC2;PPL;IGSF9;CXCL16;RAB20;EPB41L1;PAK6;SFN;SLC12A8;PLEKHG3;ST14;JUP;GPR56;GRTP1;SHROOM3;COBL;GRHL3;SERPINB5;KRT19;CLDN4;KLF5;SPINT1;ELF3;HOOK2;CLDN7;F2RL1;DSG2;IRF6;TJP3
SRY_25088423_ChIP-ChIP_EMBRYONIC GONADS_Mouse	53/3083	0.0000000000000000132070736336978959627623258190891365966390385642127529297606969294065493158996105194091796875	0.0000000000000002443308622234110791629629164276207331497780986077905662767761896247975528240203857421875	-0.7527013860999973	27.058115730951663	SLC44A3;TINAGL1;GOLT1A;WWC1;PRSS22;LRRC1;KRTCAP3;BAIAP2L1;CDH3;PPP1R13L;ARRDC1;KRT7;LSR;SERPINB5;CLDN4;CLDN3;SPINT1;ELF3;PRR15L;SCNN1A;CLDN7;PKP3;LLGL2;LYPD3;EVPL;FUT1;FAM83H;MUC1;KLC3;TMEM125;RAB20;RAB25;EPB41L1;MARVELD3;MYH14;SFN;EPS8L2;S100A14;PROM2;GPR56;CMTM4;PLEKHA6;FHDC1;TTC39A;MAPK13;EFNA1;SH3YL1;KRT19;HOOK2;TMEM54;LCN2;CYB561;TJP3
TRP63_18441228_ChIP-ChIP_KERATINOCYTES_Mouse	7/143	0.0000051275343681404615472376427864897863173609948717057704925537109375	0.00002432291943861501122840958200033156799690914340317249298095703125	-2.449351228004289	26.022131477120784	SCEL;EHF;ELF3;PERP;MYO6;PRSS22;DSC2
SOX9_24532713_ChIP-Seq_HFSC_Mouse	28/1384	0.000000000040107461952509395717579422324414553137350569755881224409677088260650634765625	0.000000000423993169212242203610363576365472650098187301637153723277151584625244140625	-1.1976007179080794	25.84578488975134	DDR1;CDS1;LAD1;STEAP4;PWWP2B;PPL;FAM83H;EPB41L4B;SCEL;BAIAP2L1;CDH3;EPCAM;CDH1;PERP;ITGB6;SLC12A8;DSP;PLEKHG3;JUP;GPR56;PLEKHA6;SHROOM3;GRHL2;SERPINB5;MPP7;FXYD3;MANSC1;ARHGEF5
HNF4A_19761587_ChIP-ChIP_CACO-2_Human	20/1126	0.000000225356335573032208895142441441861169693083866150118410587310791015625	0.000001344868454226160074996797300084239168427302502095699310302734375	-1.911516198856851	25.8421972320418	LAD1;GRB7;SDC4;GOLT1A;TMPRSS4;LAMC2;CGN;GRHL2;LRRC1;EFNA1;MUC1;CLDN4;C19ORF21;PERP;PRRG2;SCNN1A;ERBB2;MAP7;MANSC1;TSPAN1
