Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
cell leading edge (GO:0031252)	3/33	0.00672277829786593027205920947153572342358529567718505859375	0.04606348092982211206436460315671865828335285186767578125	-1.357622892624051	4.178403240413168	ITGB4;PRKCZ;BSPRY
basement membrane (GO:0005604)	4/77	0.01129246254531221689554332243687895243056118488311767578125	0.059688730596650287074655949481893912889063358306884765625	-1.4535152837726597	4.096895684438471	LAD1;LAMA5;ITGB4;VWA1
extracellular matrix part (GO:0044420)	5/127	0.01400720897604055235896591824484858079813420772552490234375	0.0682262343310260643836073768397909589111804962158203125	-1.425955287917079	3.828584599176531	LAD1;LAMA5;ITGB4;VWA1;LAMC2
intercalated disc (GO:0014704)	3/37	0.009016830160433302043809788983708131127059459686279296875	0.055596061986909306451565271345316432416439056396484375	-1.3024635679420438	3.763654611781463	DSP;JUP;DSC2
extracellular space (GO:0005615)	20/1120	0.0200565766543139324673550305533353821374475955963134765625	0.09276166702620193549311267133816727437078952789306640625	-1.4783971284237025	3.515217074458929	DDR1;LAMA5;FGFBP1;ST14;TINAGL1;CMTM4;TACSTD2;LAMC2;LYPD3;SERPINB5;CXCL16;MUC1;ERBB3;SPINT1;LIPH;LCN2;VWA1;SFN;PRSS8;SMPDL3B
zonula adherens (GO:0005915)	3/9	0.00025013564900559716493166906303713403758592903614044189453125	0.0038562579221696233026939193422322205151431262493133544921875	-0.618062449523163	3.435226951924537	CAMSAP3;JUP;PLEKHA7
cytoplasmic side of plasma membrane (GO:0009898)	3/42	0.0124559574613317992908267939355937414802610874176025390625	0.0640097813985106289802473611416644416749477386474609375	-1.0933160167775646	3.0052189160716156	JUP;CDH1;PTPN3
cytoplasmic side of membrane (GO:0098562)	3/45	0.01483270918857469526652703706304237130098044872283935546875	0.07036028717657226427828476289505488239228725433349609375	-1.0563831354124227	2.8037742389003744	JUP;CDH1;PTPN3
cell-cell contact zone (GO:0044291)	3/44	0.014014037322048596145851462324571912176907062530517578125	0.0682262343310260643836073768397909589111804962158203125	-1.034673390303129	2.7780216117987315	DSP;JUP;DSC2
extrinsic component of membrane (GO:0019898)	4/115	0.039549811142709702382891379102147766388952732086181640625	0.174207501461935587716567397364997304975986480712890625	-1.3248471962556896	2.3151812771183664	EPN3;EPB41L4B;ST14;EPB41L1
endocytic vesicle (GO:0030139)	3/96	0.0910498034928408361832197215335327200591564178466796875	0.3577468062587794150886111310683190822601318359375	-1.221673278907981	1.2557943544519627	RAB20;MYO6;RAB17
side of membrane (GO:0098552)	5/235	0.1172841113791572020819131694224779494106769561767578125	0.402435202295740090949749401261215098202228546142578125	-1.285990576172537	1.1705358637874486	JUP;CDH1;SCNN1A;ITGB6;PTPN3
cell cortex part (GO:0044448)	3/105	0.11075804591174685798105059575391351245343685150146484375	0.402435202295740090949749401261215098202228546142578125	-1.1954144103798128	1.088091518992719	MYO5B;SCNN1A;PRKCZ
integrin complex (GO:0008305)	2/31	0.04887277855481091115574798777743126265704631805419921875	0.20548781892363676693236129722208715975284576416015625	-0.657439665788128	1.0403118323319327	ITGB4;ITGB6
vesicle membrane (GO:0012506)	5/249	0.1392363687236460589868869419660768471658229827880859375	0.4109714772417998318587706307880580425262451171875	-1.1667517095360744	1.0375123323499964	ANXA3;MYO5B;MYO6;SFN;AP1M2
protein complex involved in cell adhesion (GO:0098636)	2/31	0.04887277855481091115574798777743126265704631805419921875	0.20548781892363676693236129722208715975284576416015625	-0.614125390257126	0.9717726861735255	ITGB4;ITGB6
Golgi apparatus (GO:0005794)	13/865	0.1508403513715687316310010146480635739862918853759765625	0.4109714772417998318587706307880580425262451171875	-1.0579009259258016	0.9407187905376395	STEAP4;GALNT3;GOLT1A;ATP8B1;GRHL1;FUT1;KLF5;RAB20;PERP;MYO6;B3GNT3;F2RL1;CD46
brush border membrane (GO:0031526)	2/45	0.0908827133206689119493404405147884972393512725830078125	0.3577468062587794150886111310683190822601318359375	-0.7646508522074864	0.7860073883152937	ATP8B1;KCNK1
receptor complex (GO:0043235)	5/272	0.17884141071710402126626604513148777186870574951171875	0.423085723409994896027086497269920073449611663818359375	-0.8432956079766493	0.7253864079085004	DDR1;ERBB3;ITGB4;ERBB2;ITGB6
intermediate filament (GO:0005882)	4/196	0.1692342926077151921138153056745068170130252838134765625	0.423085723409994896027086497269920073449611663818359375	-0.8424900032236317	0.7246934424377237	DSP;KRT19;JUP;KRT7
anchored component of plasma membrane (GO:0046658)	2/40	0.0749061375988262778680137898845714516937732696533203125	0.30794745457295247259565940112224780023097991943359375	-0.6125174340419811	0.7214390282365445	EFNA1;LYPD3
membrane raft (GO:0045121)	4/200	0.1776667960688869396523870136661571450531482696533203125	0.423085723409994896027086497269920073449611663818359375	-0.7846935461629443	0.6749780591480116	SDC4;MAL2;PRKCZ;PROM2
extrinsic component of plasma membrane (GO:0019897)	2/52	0.11471225588125140426587478259534691460430622100830078125	0.402435202295740090949749401261215098202228546142578125	-0.6875491816868486	0.6258218296416127	EPN3;ST14
coated pit (GO:0005905)	2/54	0.12178841380610054556665744485144386999309062957763671875	0.402435202295740090949749401261215098202228546142578125	-0.6626914916425117	0.6031958335986177	EPN3;MYO6
stress fiber (GO:0001725)	2/53	0.11823682778060996823032979818890453316271305084228515625	0.402435202295740090949749401261215098202228546142578125	-0.6588988791541068	0.5997437173721218	MYH14;MST1R
cell-substrate junction (GO:0030055)	6/362	0.205562186536076385579008274362422525882720947265625	0.447400053049107404579132207800284959375858306884765625	-0.7297534800647106	0.5869422647840685	GRB7;JUP;SDC4;CDH1;ITGB4;CD46
actin filament bundle (GO:0032432)	2/55	0.1253660350400342959886756943888030946254730224609375	0.406889762849234115638097364353598095476627349853515625	-0.6222849487483367	0.559566705150208	MYH14;MST1R
axon part (GO:0033267)	3/133	0.180669038645349167016007640995667316019535064697265625	0.423085723409994896027086497269920073449611663818359375	-0.6195983306342331	0.5329663799426723	CDH1;COBL;PRKCZ
clathrin-coated vesicle (GO:0030136)	2/57	0.1325955555541978025946292518710833974182605743408203125	0.408836296292109879768617020090459845960140228271484375	-0.5158654294801301	0.4614109103021348	EPN3;MYO6
recycling endosome (GO:0055037)	2/60	0.143611629674312346605091761375661008059978485107421875	0.4109714772417998318587706307880580425262451171875	-0.4853917011452826	0.43162557366966847	MYO5B;RAB17
cytoplasmic vesicle membrane (GO:0030659)	4/229	0.24252014804095789468618704631808213889598846435546875	0.468080446811149519792394357864395715296268463134765625	-0.49247728965874427	0.37384694843545474	ANXA3;MYO5B;SFN;AP1M2
actomyosin (GO:0042641)	2/62	0.1510597862294183191256280451852944679558277130126953125	0.4109714772417998318587706307880580425262451171875	-0.4075749542830021	0.3624284738299124	MYH14;MST1R
costamere (GO:0043034)	2/21	0.0251027627393760575935655054991002543829381465911865234375	0.1132685635801114754084295555003336630761623382568359375	-0.14979595729419598	0.32625463797479753	KRT19;SDC4
ruffle (GO:0001726)	2/68	0.17382995304317494511536779100424610078334808349609375	0.423085723409994896027086497269920073449611663818359375	-0.3578326168111279	0.307800626596303	MYO6;COBL
motile cilium (GO:0031514)	2/68	0.17382995304317494511536779100424610078334808349609375	0.423085723409994896027086497269920073449611663818359375	-0.257706822734248	0.22167437452358352	KLC3;SCNN1A
coated vesicle (GO:0030135)	2/75	0.2010263259987001005502094130861223675310611724853515625	0.447400053049107404579132207800284959375858306884765625	-0.2536442677115801	0.20400662005329528	EPN3;MYO6
axon (GO:0030424)	3/161	0.25927806675604803121615304917213506996631622314453125	0.483982941148310474854810081524192355573177337646484375	-0.24068464017448232	0.17466619564875385	MYO6;MYH14;COBL
contractile fiber part (GO:0044449)	3/167	0.27674797676788409628301224074675701558589935302734375	0.5069146109114708309562047361396253108978271484375	-0.23957874910157959	0.16277284715393803	KRT19;JUP;SDC4
focal adhesion (GO:0005925)	5/352	0.339727288848985953251258251839317381381988525390625	0.577098391204702299006612520315684378147125244140625	-0.23695058111658449	0.13026180602251095	GRB7;JUP;SDC4;CDH1;CD46
microtubule (GO:0005874)	5/360	0.3568328203046904345541179282008670270442962646484375	0.577098391204702299006612520315684378147125244140625	-0.18519201821875714	0.10180792400023628	KLC3;HOOK2;FAM110C;MAP7;SHROOM3
endosome membrane (GO:0010008)	3/175	0.300214585410500334194949800803442485630512237548828125	0.52960331132259585995569750593858771026134490966796875	-0.15522210431467096	0.09866336389571953	TMEM184A;ERBB2;RAB17
cell-substrate adherens junction (GO:0005924)	5/358	0.3525514702615202278224160181707702577114105224609375	0.577098391204702299006612520315684378147125244140625	-0.16781884206467423	0.09225715062161102	GRB7;JUP;SDC4;CDH1;CD46
cytoplasmic vesicle part (GO:0044433)	5/363	0.36325920836070169084308645324199460446834564208984375	0.5793358064373259619372902307077310979366302490234375	-0.09492702415385587	0.051818098787163806	ANXA3;MYO5B;SFN;CD46;AP1M2
actin cytoskeleton (GO:0015629)	3/193	0.35326223080622576322440409057890065014362335205078125	0.577098391204702299006612520315684378147125244140625	-0.034607972392159986	0.019025473435584795	BAIAP2L1;JUP;CDH1
intracellular (GO:0005622)	3/730	0.9871762106116790391752147115767002105712890625	0.9999059001045258465723009067005477845668792724609375	1.087054932417095	-0.0001022965686388078	PRRG2;RAB17;FRK
mitochondrion (GO:0005739)	6/1269	0.99522533014120495575838276636204682290554046630859375	0.9999059001045258465723009067005477845668792724609375	1.1938991724900025	-0.0001123510735330331	DSP;PERP;AGR2;PPL;HDHD3;MPP7
nucleolus (GO:0005730)	6/1653	0.99982206633601844458780760760419070720672607421875	0.9999059001045258465723009067005477845668792724609375	1.2462144465194194	-0.0001172741669858255	KLF5;BAIAP2L1;ESRP2;S100A16;RHPN2;GRHL1
nucleoplasm (GO:0005654)	2/1051	0.99990590010452595759460336921620182693004608154296875	0.9999059001045258465723009067005477845668792724609375	1.2736090735538972	-0.0001198521198207718	MYO6;GRHL1
Golgi lumen (GO:0005796)	2/86	0.2445958561023311161886084619254688732326030731201171875	0.468080446811149519792394357864395715296268463134765625	0.0058490409773414445	-0.0044400953436213005	MUC1;SDC4
nuclear chromosome part (GO:0044454)	1/327	0.9724984356091892490070449639461003243923187255859375	0.9939901137441988776544121719780378043651580810546875	1.192126041012077	-0.007186157598773146	MUC1
endosomal part (GO:0044440)	3/200	0.37381766039095809528447489356040023267269134521484375	0.58054725233226800451546978365513496100902557373046875	0.019604999015251028	-0.010660886388010254	TMEM184A;ERBB2;RAB17
endoplasmic reticulum membrane (GO:0005789)	2/449	0.95755942538790606022303109057247638702392578125	0.98658208294799198956326335974154062569141387939453125	1.064771347621196	-0.014383730739465682	CDS1;FXYD3
proteinaceous extracellular matrix (GO:0005578)	1/239	0.92723812490972512545539530037785880267620086669921875	0.98658208294799198956326335974154062569141387939453125	1.0677929906416388	-0.01442454936188066	VWA1
synapse (GO:0045202)	1/243	0.93037598974198976176097630741423927247524261474609375	0.98658208294799198956326335974154062569141387939453125	1.09618522020472	-0.01480809291425069	IGSF9
lytic vacuole (GO:0000323)	1/261	0.9429133423371942601676209960714913904666900634765625	0.98658208294799198956326335974154062569141387939453125	1.0978693811474605	-0.014830843824647014	TSPAN1
transcription factor complex (GO:0005667)	1/268	0.9471590318395504137782836551195941865444183349609375	0.98658208294799198956326335974154062569141387939453125	1.1012056189364108	-0.01487591222937663	JUP
lysosome (GO:0005764)	1/261	0.9429133423371942601676209960714913904666900634765625	0.98658208294799198956326335974154062569141387939453125	1.1183548221957254	-0.015107576541747011	TSPAN1
chromatin (GO:0000785)	1/289	0.95810415067286525125922480583540163934230804443359375	0.98658208294799198956326335974154062569141387939453125	1.1297806111581266	-0.01526192467694834	MUC1
vacuole (GO:0005773)	1/293	0.9599177023277760678610093236784450709819793701171875	0.98658208294799198956326335974154062569141387939453125	1.1479007116749784	-0.015506704598373474	TSPAN1
Z disc (GO:0030018)	2/87	0.24858424201973416955979701015166938304901123046875	0.469266171159702205617492154487990774214267730712890625	0.030313915498791956	-0.022935058074186575	KRT19;JUP
growth cone (GO:0030426)	2/99	0.2964811094374921740524086999357677996158599853515625	0.52960331132259585995569750593858771026134490966796875	0.04791223688091987	-0.030454312440301827	MYH14;COBL
site of polarized growth (GO:0030427)	2/102	0.30841221905528382052352753817103803157806396484375	0.53826660872856135764408236354938708245754241943359375	0.08090497073427992	-0.05011264294166647	MYH14;COBL
cytosol (GO:0005829)	23/2529	0.8559965442681942704439279623329639434814453125	0.92086181183798976324084151201532222330570220947265625	1.0725610027931114	-0.08842760873079888	GRB7;GSTO2;JUP;WWC1;ARHGEF16;STARD10;TNK1;TACSTD2;RHOD;PRKCZ;MAPK13;SULT2B1;ITPKC;BAIAP2L1;EPB41L1;S100A16;SCNN1A;MYO6;CHMP4C;SFN;ANXA9;IRF6;AP1M2
secretory granule (GO:0030141)	1/176	0.85456641575161962354201250491314567625522613525390625	0.92086181183798976324084151201532222330570220947265625	1.1434304675896318	-0.09427046269217552	ANXA3
Golgi membrane (GO:0000139)	4/308	0.4337305572433607370186336993356235325336456298828125	0.6172319468463209890529697076999582350254058837890625	0.1975154374108847	-0.0953032524944597	GALNT3;B3GNT3;ATP2C2;AP1M2
nuclear chromatin (GO:0000790)	1/177	0.85615260343856347535762552070082165300846099853515625	0.92086181183798976324084151201532222330570220947265625	1.18910824619894	-0.0980363806437301	MUC1
cytoplasmic membrane-bounded vesicle (GO:0016023)	6/492	0.448364109314983771970020143271540291607379913330078125	0.62366436258099244849262277057277970016002655029296875	0.21341392658467653	-0.10076187783861207	EPN3;ALS2CL;RAB20;ANXA3;MYO6;RAB17
dendrite (GO:0030425)	3/236	0.476635626357525155061267696510185487568378448486328125	0.65552748984246189678515293053351342678070068359375	0.3048477906195415	-0.128741806720435	COBL;RAB17;IGSF9
extracellular region (GO:0005576)	15/1585	0.7535574188303033604796610234188847243785858154296875	0.82981025287860787909011150986771099269390106201171875	0.7290752630605879	-0.13601497990806258	LAMA5;TINAGL1;LAMC2;SPINT2;PRSS22;CXCL16;PRRG4;SPINT1;CDH1;PRRG2;LIPH;AGR2;LCN2;PRSS8;ENPP5
cilium (GO:0005929)	3/243	0.49578167843228715394587879927712492644786834716796875	0.66948620810199355180003522036713548004627227783203125	0.3526643903997688	-0.14150472259049376	KLC3;SCNN1A;PROM2
microtubule cytoskeleton (GO:0015630)	2/120	0.37886528949921716158399931373423896729946136474609375	0.58054725233226800451546978365513496100902557373046875	0.26844617567219337	-0.1459767571480519	MAP7;F11R
extracellular matrix (GO:0031012)	4/348	0.5271411953919711290694749550311826169490814208984375	0.6900544578470029222216908237896859645843505859375	0.40234434688675447	-0.14926362100305002	LAMA5;TINAGL1;SLPI;VWA1
transporter complex (GO:1990351)	3/291	0.61661644415666738705539273723843507468700408935546875	0.76221413826838813054820320758153684437274932861328125	0.5662276014356558	-0.1537465017503206	FXYD3;SCNN1A;KCNK1
microtubule organizing center (GO:0005815)	4/427	0.68627326918895670271325570865883491933345794677734375	0.7984940553456414402688778864103369414806365966796875	0.6880881157478815	-0.15483892470762653	CAMSAP3;HOOK2;PRKCZ;PLEKHA7
vacuolar part (GO:0044437)	3/285	0.6026075221277522597773668167064897716045379638671875	0.75620658673222485024467687253491021692752838134765625	0.5575279291983971	-0.15579598212589044	SDC4;MYO6;AP1M2
nuclear membrane (GO:0031965)	1/149	0.8045117176324192431735582431429065763950347900390625	0.8806785074674412516770871661719866096973419189453125	1.231880278580557	-0.15652595714363068	MYO6
transmembrane transporter complex (GO:1902495)	3/286	0.604965269385779880195741498027928173542022705078125	0.75620658673222485024467687253491021692752838134765625	0.5738171403956626	-0.16034785033486576	FXYD3;SCNN1A;KCNK1
centrosome (GO:0005813)	3/360	0.753495484845573937349172410904429852962493896484375	0.82981025287860787909011150986771099269390106201171875	0.8882090805501126	-0.16570270089542555	CAMSAP3;HOOK2;PLEKHA7
cell body (GO:0044297)	3/315	0.6692951851429336240784095934941433370113372802734375	0.78865993153785163283231440800591371953487396240234375	0.7338616854505883	-0.17423348762321	MYO6;COBL;RAB17
ion channel complex (GO:0034702)	3/258	0.53560321080495099099749722881824709475040435791015625	0.6900544578470029222216908237896859645843505859375	0.4725178903405784	-0.17529693618587971	FXYD3;SCNN1A;KCNK1
neuronal cell body (GO:0043025)	3/270	0.56616276268566168017315476390649564564228057861328125	0.71739802121128370959723952182685025036334991455078125	0.5405699328851306	-0.1795365036282133	MYO6;COBL;RAB17
ciliary part (GO:0044441)	2/223	0.7004485103103681442604511175886727869510650634765625	0.79888444168983296922448289478779770433902740478515625	0.8294703009196315	-0.1862484089626328	KLC3;SCNN1A
lysosomal membrane (GO:0005765)	2/196	0.63194821905454767740906163453473709523677825927734375	0.77424119553040615659966761086252517998218536376953125	0.7488639070754243	-0.19161317967543467	MYO6;AP1M2
vacuolar membrane (GO:0005774)	2/208	0.66378576132976918611205974229960702359676361083984375	0.78718183234620064947506534736021421849727630615234375	0.8010953415660881	-0.19169892074004907	MYO6;AP1M2
external side of plasma membrane (GO:0009897)	2/191	0.61801146346085522598201578148291446268558502197265625	0.76221413826838813054820320758153684437274932861328125	0.7101189717801986	-0.192817000550523	SCNN1A;ITGB6
microtubule associated complex (GO:0005875)	2/138	0.446214731297513045316094348891056142747402191162109375	0.62366436258099244849262277057277970016002655029296875	0.4474946387509129	-0.2112814324952816	KLC3;MAP7
cation channel complex (GO:0034703)	2/147	0.47835789799314787362760625910595990717411041259765625	0.65552748984246189678515293053351342678070068359375	0.5286886231024559	-0.22327315672002185	SCNN1A;KCNK1
anchored component of membrane (GO:0031225)	2/150	0.488820211669461157644178683767677284777164459228515625	0.66493925852095825401733009130111895501613616943359375	0.5515713668558256	-0.2250739819914761	EFNA1;LYPD3
envelope (GO:0031975)	1/123	0.74024121524525210435996314117801375687122344970703125	0.82496761939982921063574394793249666690826416015625	1.214587728515085	-0.2337002126680303	PRKCZ
trans-Golgi network (GO:0005802)	1/120	0.731589964240860535227284344728104770183563232421875	0.82496761939982921063574394793249666690826416015625	1.2262915727200676	-0.23595216270467514	CDH1
organelle envelope (GO:0031967)	1/123	0.74024121524525210435996314117801375687122344970703125	0.82496761939982921063574394793249666690826416015625	1.2359439114696529	-0.2378093802325352	PRKCZ
ribonucleoprotein granule (GO:0035770)	1/111	0.7038819675429339728367494899430312216281890869140625	0.79888444168983296922448289478779770433902740478515625	1.2282086053673311	-0.27578069807956107	GRB7
nuclear envelope (GO:0005635)	1/110	0.70063312971001823203920366722741164267063140869140625	0.79888444168983296922448289478779770433902740478515625	1.2410895105317727	-0.27867296328811164	PRKCZ
cytoplasmic ribonucleoprotein granule (GO:0036464)	1/111	0.7038819675429339728367494899430312216281890869140625	0.79888444168983296922448289478779770433902740478515625	1.2497933206333314	-0.28062730786383777	GRB7
sperm part (GO:0097223)	1/103	0.67687849698474866766417790131526999175548553466796875	0.7925476072289778795010306566837243735790252685546875	1.2157854881545729	-0.28267341204739066	CD46
protein-DNA complex (GO:0032993)	1/98	0.65877383163025282630798074023914523422718048095703125	0.7862784442038501797611615984351374208927154541015625	1.200015880121648	-0.28853697177349324	JUP
keratin filament (GO:0045095)	1/98	0.65877383163025282630798074023914523422718048095703125	0.7862784442038501797611615984351374208927154541015625	1.2464777340359028	-0.29970845946250824	KRT7
endocytic vesicle membrane (GO:0030666)	1/94	0.64356770001524410407256482358206994831562042236328125	0.77817009478967424929152230106410570442676544189453125	1.201483258109139	-0.301344193623587	ANXA3
midbody (GO:0030496)	1/93	0.63966218706892152834342368805664591491222381591796875	0.77817009478967424929152230106410570442676544189453125	1.233926181058344	-0.30948120792564754	CHMP4C
potassium channel complex (GO:0034705)	1/71	0.54213167637479753313556329885614104568958282470703125	0.69168524227129346559905798130785115063190460205078125	1.417760704873112	-0.522621017699591	KCNK1
vacuolar lumen (GO:0005775)	1/70	0.53712346989172121691780148466932587325572967529296875	0.6900544578470029222216908237896859645843505859375	1.4260419501732307	-0.5290398307622273	SDC4
lysosomal lumen (GO:0043202)	1/67	0.52177012347344919884761793582583777606487274169921875	0.68948194887562930244229164600255899131298065185546875	1.4428943754798886	-0.5364894289722673	SDC4
